address,bean_crv_token,bean,unripe_bean_crv_token,unripe_bean
0xb4d12acf58c79c23af491f2ef0039f1c57abe277,,,,0
0x85312d6a50928f3ffc7a192444601e6e04a428a2,,0,,0
0x79441586c6c860a62492467b9d44d2649651633f,,0,0,0
0x578bd31b74941eed1a0c924130fef47181766a42,,0,,0
0x3cc6cc687870c972127e073e05b956a1ee270164,,0,,0
0x2e010a776c51550d30699bf87cfb574b42a48ee0,,,,0
0x26258096ade7e73b0fcb7b5e2ac1006a854deef6,,0.45,,0
0xef5939492958abb8488ce5a5c68d61ac29c07732,,,0,0
0xd45accf4512af9ceac4c3ab0e770f54212cdf9ac,,0,500,0
0x0000000000000000000000000000000000000000,-2.67074E+19,-35425867.9,-119449263.8,-76120488.75
0x59f77d72f4d6b35bedf107616e6f3ad30adc96e8,,0,,
0x0bd6d43e080ff7e2fe7bd01a2b575a2cc863ea6f,,0,,
0x431e52e4993c4b7b23f587cf96bc2fe510037be4,,0.06,,
0xff5075e22d80c280cd8531bf2d72e19dfbc674b7,,0,,
0xef764bac8a438e7e498c2e5fccf0f174c3e3f8db,,0,,
0x5a407865411253e5a991d3e49e8bc7a1fdbe82b0,,0,,
0x594785ae419d314e211841abe4c97f6d199234b0,,0,,
0x4465c4474703bb199c6ed15c97b6e32bd211cf9d,,0,,
0x7aa53f17456863d0ff495b46e84eee2fe628ccd2,,0,,
0x4a24e54a090b0fa060f7faaf561510775d314e84,,0,,
0x891768b90ea274e95b40a3a11437b0e98ae96493,,0,,
0x4ec2dcdfb3c165da62dd1367cb42fe7551524984,0,,,
0x2bf046a052942b53ca6746de4d3295d8f10d4562,,0,,
0x85eada0d605d905262687ad74314bc95837db4f9,,0,,
0xd0988045f54baf8466a2ea9f097b22eeca8f7a00,,0,,
0x708e5804d0e930fac266d8b3f3e13edba35ac86e,,,0,
0x19cf79e47c31464ac0b686913e02e2e70c01bd5c,100902077855845,0.01,,
0xfa9d9208627ea8c35215f7df409bf1f5110d2486,,0,,
0x525fbe4bc0607933f4be05ceb22f8a4b6b01800a,,0,,
0x8d7ee51ec16a0f95c7f241582de8cffb9a4c2293,,0,,
0xbfe4ec1b5906d4be89c3f6942d1c6b04b19de79e,,660.28,,
0x177f44ecdea293f7124c3071d9c54e59fcfd16f9,,0,,
0x0b5a8323f067c89849b221afd7da41d8b7a60b93,,0,,
0xcbd7712d9335a7a38f35b38d5dc9b5970f04e8fd,,348.82,,
0x48c7e0db3dad3fe4eb0513b86fe5c38ebb4e0f91,,250,,
0xde40aad5e8154c6f8c31d1e2043e4b1cb1745761,,0,,
0xe874946c5876e5e6a9fbc1e17db759e06e3b3ffe,,0,,
0xc08f967ed52dcffd5687b56485ee6497502ef91d,,0,,
0x69e02d001146a86d4e2995f9ecf906265aa77d85,,0,,
0x1c694fc3006d81ff4a56f97e1b99529066a23725,,0,,
0x4179fb53e818c228803cf30d88bc0597189f141c,,0,,
0x9832ee476d66b58d185b7bd46d05cbcbe4e543e1,,0,,
0x2c820271ade646fdb3d6d0002712ee6bdc7dc173,,0,,
0x2b816a1afb2cfa9fb13e3f4d5487f0689187fbdb,,10000,,
0xb916dbcdcfde1ef92ddf749332d4af22b98b5191,,0,,
0xca210d9d38247495886a99034ddff2d3312da4e3,,0,,
0xab9497de5d2d768ca9d65c4efb19b538927f6732,,0,,
0x87263a1ac2c342a516989124d0dba63df6d0e790,,0,,
0xccf00d42bdea5fff0b46dd18a5e23fc8ac85a4aa,,0,,
0xb09ffb206dda09b6bc556b093ed28903872ad124,,0,,
0x7b2366996a64effe1af089fa64e9cf4361fddc6e,,0,,
0x1b91e045e59c18aefb02a29b38bccd46323632ef,,0,,
0x37a6156e4a6e8b60b2415af040546cf5e91699bd,,0,,
0x3a1ee37775bd856de7065c7ed624ba737379da6a,,0,,
0xd74eb810af0d07b1b2308069404c8ae9c2133359,,0,,
0x7ffada80929a732f93d648d92cc4e052e2b9c4aa,,0,,
0xd03c52b3256b5e102ce4bf6bb53d4be9d9963838,,0,,
0x09c88f29a308646204d11383c6139d9c93efb6b8,,0,,
0x13201714657f8b211f72c5050aeb146d1fafc890,,0,,
0xc64d472cc19c2a9fae649ec2dcdcff87ca94f7de,,0,,
0xf9d183af486a973b7921ceb5fdc9908d12aab440,,0,,
0xc0985b8b744c63e23e4923264effac7535e44f21,,0,,
0xb73a795f4b55dc779658e11037e373d66b3094c7,,0,,
0x48a2bc5dc9e3c5c0421e0483bf0648aaee87daca,,0,,
0xdc4f9f1986379979053e023e6afa49a65a5e5584,,0,,
0x5f37479c76f16d94afcc394b18cf0727631d8f91,,0,,
0xb1f0e758951a02b24d04dd211d0424445ae04c5c,7458542583537,0.01,,
0x85806019a442224d6345a1c2ed597d8a5dce1f2b,0,,,
0xfb8a7286faba378a15f321cd82425b6b5e855b27,,0,,
0x1b5be65af082a30fcf34fe639181977876ad74dd,,0,,
0x11dd6f9e1a7bb35a61fada4aec645f603050783e,,6436.06,,
0x6b99a6c6081068aa46a420fdb6cfbe906320fa2d,,17.63,,
0x36144015872cf2d1d1498cf6df7fae2880c1f079,,0,0,
0x2a8eac696c57a38ac79ae6168e8310306b4d7e9c,,0,,
0xb816b9ef17535b5ca2071e005da994a1f1eb3a16,,0,,
0xa9b13316697deb755cd86585de872ea09894ef0f,,0,,
0xa59eabb3db0042d13d4e821d7c1507d270ef4051,,133.45,,
0x952ea9dc718a8af41aa9f66a2cdf33fd68adefaf,0,,,
0x1dc2dc7110f8ee61650864ad6680fe8144b7d6f9,,0,,
0x5338035c008ea8c4b850052bc8dad6a33dc2206c,0,0,,
0xc0fcfd732d6ed4ad1afb182a080f31e74fc0f28d,,0,,
0xf493fd087093522526b1ff0a14ec79a1f77945cf,,20.49,,
0x1bfb00d16514560bb95d4312fdd39553395077af,,0,,
0xb3b0eff26c982669a9ba47b31ac6b130a4721819,,0,,
0x7004051a1baf0a89a568a8fa68dad7e5b9790063,,0,,
0x032865e6e27e90f465968ffc635900a4f7ceeb84,,0,,
0x1e5c29702b770d5519932367129973bd63740392,,0,,
0xe4b420f15d6d878dcd0df7120ac0fc1509ee9cab,,0,,
0x777d0dcc4615ccfe3e575c20219fdf0bbe8251c7,,324.11,,
0x6d42977a60aef0de154dc255de03070a690cf041,,0,,
0x828920ee37fcf523a920290fb9e23b3386382497,,0,,
0x87316f7261e140273f5fc4162da578389070879f,,469.22,,
0x19dfdc194bb5cf599af78b1967dbb3783c590720,,0,,
0x030ae585db6d5169b3594ec37c008662f2494a1d,,81.13,,
0xbdaaa4d3ab02badbd2c1b5adaf673184b62fe7ee,0,0,,
0x4432e64624f4c64633466655de3d5132ad407343,,0.07,,
0xc9c32cd16bf7efb85ff14e0c8603cc90f6f2ee49,0,14560688.32,,
0x8a30d3bb32291dbbb5f88f905433e499638387b7,,0,,
0xe2cfba3e0a8ce0825c5cbefdc60d7e78cc35aaf3,,0,,
0x3f6babbf1a9dfb3039dc932986d4a9658234fe21,,0,,
0xd15b5fa5370f0c3cc068f107b7691e6dab678799,,0,,
0xa7194f754b5befc3277d6bfa258028450da654ba,,33.04,,
0x93f8a0163fba0e231356e4d1e2ffe95a247fe369,,0,,
0x4f8d7711d18344f86a5f27863051964d333798e2,,0,,
0x3849a135d541232af220bb839ee1ce7e2165ed7d,,0,,
0xef6c4192c8530a2502e153bdc2256dd72ab445e4,,0,,
0xdf39603397764512b6147740cad2ea669bfc3ffa,,0,,
0x83c9ec651027e061bcc39485c1fb369297bd428c,,0,,
0xbd3af41fca3511a04ad195de502318e625401a93,,0,,
0x75971932ea81a401db5dbafeda3a1307cae2928e,,0,,
0x4062ec809b341660262ce22dab11e4bc5cecd622,0,0,,
0x137604307665d24c22c37d903cebb5f7b411c50e,,0,,
0x97b60488997482c29748d6f4edc8665af4a131b5,,0,,
0x24f8ecf02cd9e3b21ceb16a468096a5f7f319ef3,,0,,
0xd985937f350b2e636137dfe9e4c1f64ca12a9cdd,,0,,
0x1285a2151642e8e47cfd57719fea565b649bb5c9,,0,,
0x734a6263fe23c1d68ec9042e03082575c34c968c,0,0,,
0x17372637a937f7427871573a85e6fac2400d147f,,0,,
0x87a62b0b5f0dcd16a3d92fb19b188c9ff9f067c2,,0,,
0x9ec255f1af4d3e4a813aadab8ff0497398037d56,0,0,,
0xe1d86a7088d05398a2b9ba566be0b3c5ffa5d9af,,0,,
0x9cfd5052dc827c11a6b3ab2bb5091773765ea2c8,,0,,
0xb440e219660775342186620768ec03cf304c2c4d,,0,,
0xb06ff7d5560f213937fc723cc65366415b7821bd,,0,,
0xf1fced5b0475a935b49b95786adbda2d40794d2d,,0,,
0x8e75ba859f299b66693388b925bdb1af6eec60d6,,0,,
0xee80ae11bb6c5e5c72a0adbba039620cc78716a8,,0,,
0xef6fa3307af6ab6ddcc4826c4945041dd5c18d4b,,0,,
0x52ccff5c85314bbe4d9c019ee57e5b45ad08b0db,,0,,
0xc1146f4a68538a35f70c70434313fef3c4456c33,,0,,
0xdb4fbc231f1d2b3b4c3d9e1602c895806fb06278,,0,,
0xdf29ee8f6d1b407808eb0270f5b128dc28303684,,0,,
0x387dfb7fca2606acaacd769fb59803f6539c8269,,0,,
0xc1fe2bb036e3fc9eddcc83304dbe752881087cdf,,0,,
0x264c1cbec44f201d0ebe67b269d16b3edc909c61,,33.8,,
0x7df40fde5e8680c45bfedafcf61dd6962e688562,,47.94,,
0x65f992c16cb989b734a1d3ccaf13713391afa6d3,0,0,,
0x12f1412fecbf2767d10031f01d772d618594ea28,,0,,
0x0dc5e243e53295238625bbaa66341141a9152e8b,,0,,
0xb32d57f94542ebfad5073adf62d70d812ddba0a5,,0.27,,
0x6548e2bd0d5c4dd24428699e613c97ce0a84df4b,,0,,
0x94fdfea0f8e66f245d242796b735b6070d52f6dd,,0,,
0x9ada95ce2a188c51824ef76dd49850330af7545f,,0,,
0xb81d739df194fa589e244c7ff5a15e5c04978d0d,,0,,
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,,0,,
0x925753106fcdb6d2f30c3db295328a0a1c5fd1d1,0,0,,
0x1b2d23b51aa27c64d8b3349a47a56f27ab0223b2,,800,,
0x764bd4feb72cb6962e8446e9798acec8a3ac1658,,0,,
0x36998db3f9d958f0ebaef7b0b6bf11f3441b216f,,0,,
0xc52a0b002ac4e62be0d269a948e55d126a48c767,,6.89,,
0x31e6e101fc123f90f0b8c50f750a9dfaf3e20321,,0,,
0xb6df387d7ff5ded6a09edc941c153772a7c42011,,0,,
0x2a5c5e614ac54969790c8e383487289cbaa0af82,,0,,
0x4c180462a051ab67d8237ede2c987590df2fbbe6,,0,,
0x41dd131e460e18befd262cf4fe2e2b2f43f6fb7b,,1.16,,
0x28570d9d66627e0733dfe4fca79b8fd5b8128636,,0,,
0xcc977dfb5c0a7e1bd87145f56502ac67c951eb6a,,0,,
0x30a1fbfc214d2af0a68f6652a1d18a1b71dfa9ea,,0,,
0x451b8763651380fb8b49af4fd6953afe3a294f48,,0,,
0xd441c97ef1458d847271f91714799007081494ef,,0,,
0xd43324eb6f31f86e361b48185797b339242f95f4,,0,,
0x97a5370695c5a64004359f43889f398fb4d07fb1,,0,,
0xc51fefb9ef83f2d300448b22db6fac032f96df3f,,0,,
0xffe8e5d3401c48dfa05f6c6ee3b5cbbd2cb83f30,,0,,
0x4a2d3c5b9b6dd06541cae017f9957b0515cd65e2,,144.66,,
0x4aae8e210f814916778259840d635aa3e73a4783,0,,,
0xfe5c7e0f6282ef213f334a7c4c8ec0bfa8c2884e,,0,,
0x1477bbce213f0b37b05e3ba0238f45d658d9f8b1,,0,,
0x99854ba0a00012336fb508c082e5bd974333dbd3,0,0,,
0x344ad299696b37ab1b2d81ee19ab382d606c8b91,,0,,
0xf086898a7db69da014d79f7a86cc62d29f84d7b7,,0,,
0x08b4aeb2b1475214aa7a3e9acc6c5e359796f297,,0,,
0xc12df5f402a8b8beaea49ed9bad9c95fccbfe907,,1.17,,
0x4d7d2d9add39776bba47a8f6473a6257dd897702,0,0,,
0x79608c564704fdfc1d7de7e512995c907f46ca07,,0,,
0xaa790bd825503b2007ad11faff05978645a92a2c,,0,,
0xdff24806405f62637e0b44cc2903f1dfc7c111cd,,0,,
0x16ead66586ab33a4f43c770e30b013dd950fe026,,0,,
0x30d3174ce04f1e48c18b1299926029568cf4e1d6,,0,,
0xf2f400c138f9fb900576263af0bc7fcde2b1b8a8,,0,,
0x1b15ed3612cd3077ba4437a1e2b924c33d4de0f9,,0,,
0xc1a9bc22cc31ab64a78421befa10c359a1417ce3,,0,,
0xd2927a91570146218ed700566df516d67c5ecfab,,0,,
0x8fe7261b58a691e40f7a21d38d27965e2d3afd6e,,0,,
0xc56725de9274e17847db0e45c1da36e46a7e197f,,0,,
0x03ac4284cef2a05cc10160b54124fd0d447f092a,,3000,,
0x394c357db3177e33bde63f259f0eb2c04a46827c,,0,,
0x6a6d11ce4ccf2d43e61b7db1918768c5fdc14559,,0,,
0xf808adaab2b3a2dfa1d658cb9e187ff3b74cc0ac,,0,,
0x18ad8a3387aac16c794f3b14451c591fef0344fe,,0.01,,
0x288931fa76d7b0482f0fd0bca9a50bf0d22b9fef,,0,,
0x3c58492ad9cad0d9f8570a80b6a1f02c0c1da2c5,,70.3,,
0x70ce4bba5076fa59e4fbdee382663df78402f2e0,,30.31,,
0x66c19e3612efa7b18c18ee4d75a8aae1d7902225,,0,,
0xf7acc9e4e4f82300b9a92bc4d539c7928c23233b,,0,,
0x876133657f5356e376b7ae27d251444727ce9488,,0.24,,
0x561cbb53ba4d7912dbf9969759725bd79d920e2c,,0,,
0xa0e4b283a763372e5e03bd843dc8592917841660,,0,,
0x7003d82d2a6f07f07fc0d140e39ebb464024c91b,,0,,
0x758917f2c8d3192fc9f109fe1ee0556808248cc0,,0,,
0x22618bcfacd8edc20ddb4cc561728f0a56e28dc1,,0,,
0x7f538566f85310c901172142e8a9a892f0eaf946,,,2951.66,
0x8e9935504736e1716a9b64fe65791a59bb8b2a99,,0,,
0xca09db061f08c65c9d818afb9ae6ae75a56c6e9a,,0,,
0x5f3df357144f748d7d53f30719a6e4040e2c7d04,,0,,
0x7de837caff6a19898e507f644939939cb9341209,,0,,
0x26078aa092208d0a93a9c564a24619b9fbd105ff,,0,,
0x234fefcd8e45950495373e07ce1445881f44f0b6,,0,,
0xe84c01208c4868d5615fccf0b98f8c90f460d2b6,,0,,
0xbbd2f625f2ecf6b55dc9de8ec7b538e30c799ac6,,0,,
0xc725c98a214a3b79c0454ef2151c73b248ce329c,,0,,
0xe203096d7583e30888902b2608652c720d6c38da,,18.72,,
0x3c2cd38f3c8fec5a2b25fed33bc92885728a7fcf,,0,,
0x8f76d8d3c733b02b60521d8181598e4bc1e7dddb,,0,,
0xee06b95328e522629bce1e0d1f11c1533d9611ef,,0,,
0x58d9a499ac82d74b08b3cb76e69d8f32e1395746,,0,,
0x0000002e4f99cb1e699042699b91623b1334d2f7,,0,,
0xe27bdf8c099934f425a1c604dfc9a82c3b3dd458,,0,,
0x66fa22aefb2cf14c1fa45725c36c2542521c0d3e,,0,,
0x7c5534e88f8a7b3f81290a4372d85dbd4b9b2ae2,,0,,
0x3314033f626b27fe660a1fbf27d2f2066325f7e6,,90000,,
0xc493aa1ea56dfe12e3dc665c46e1425bc3ee426f,,0,,
0xb1d229741797536194f54892cb3aa7545fbf1450,,23750,,
0xf6fbdecb1193f6b15659ce747bfc561e06f1214a,,0,,
0x4d2010dfc88a89dd8479eeab8e5f95b4cffcde45,,0,,
0x3635364e89ef6e842dd16a4028df0a7124ca7a4a,,0,,
0x69b03bfc650b8174f5887b2320338b6c29150bce,,0,,
0xf8d5708b32616b6c85c97f5a9c344e6b7076fe98,,6.23,,
0x1536831a91f3a36824f331404206efcea1d686d6,,0,,
0x305b0ecf72634825f7231058444c65d885e1f327,,0,,
0x4b10da491b54ffe167ec5aaf7046804fada027d2,,0,,
0xddfe74f671f6546f49a6d20909999cfe5f09ad78,,0,,
0xf679a24bbf27c79db5148a4908488fa01ed51625,,0,,
0x6cb50febbc4e796635963c1ea9916099c69b4bd9,,0,,
0x3e27fd1a1ba6ae32958746424eb315c590e7af11,,0,,
0x3df83869b8367602e762fc42baae3e81aa1f2a20,,0,,
0x00aaea7b4dc89e4a4facda32da496ba5d8e1216d,,0,,
0x1c4e440e9f9069427d11bb1bd73e57458eea9577,,0,,
0x124904f20eb8cf3b43a64ee728d01337b1ddc2b1,,0,,
0x5fa5d55f11ba187d4c318b21a2c1b67714b5a9e4,,0,,
0xcdbe0c24c858a75eadc38eb9a8ddaee7f1598f71,0,0,,
0x23e59a5b174ab23b4d6b8a1b44e60b611b0397b6,,10496.86,,
0x0c6b4974c305447efccddeae7b726202eb0cc891,,0,,
0x369d092150201b0dab4ee942eb3f3972e4d73b67,,0,,
0xaf28e2a58ef2d6d88fb4cdc28f380908bade162b,,0,,
0x9664ca3827d81694aaf1b4c93891de770a9340cf,,0,,
0x3db6401fe220e686d535bcd88bf8b2e8b8c55482,,0,,
0x4ba91dd5d555eced4589e70dd1b9962773709406,,0,,
0x74231623d8058afc0a62f919742e15af0fb299e5,,0,,
0x39faef970fba6822cc99f0270b32170fe85b792e,,0,,
0xd379e6e98099a6c8ee68eabe356a5bb8e0df6ac7,,0,,
0x3af2098d4e068e5aa19d2102ef263d75867549ef,,0,,
0xb02f6c30bcf0d42e64712c28b007b85c199db43f,,0,,
0xb2dd7f7a0c94364067ade38ab28ad18d124bb329,,0,,
0xdfe18de4852ab020fc82502dce862b1f4206c587,,0,,
0x90fe1ad4f312dcce621389fc73a06dccfd923211,,0,,
0x3dc9c874fa91ab41dfa7a6b80aa02676e931aa9f,,1142.59,,
0xa4be84c37287350aa58eaea4d2f736463c03c893,,0,,
0x87a774178d49c919be273f1022de2ae106e2581e,,26,,
0x86d6facd0c3bd88c0e1e88b4802a8006ec46997b,,0,,
0x5ed2cf60a0c6ee2e3a9c9d07195ac183c09a3d9e,,612.87,,
0xc9f817ea7aabe604f5677bf9c1339e32ef1b90f0,,0,,
0x9c52dc78bd84007bf63987806f0aeeece0ef14a6,,0,,
0x4779c6a1cb190221fc152af4b6adb2ea5c5dbd88,,29.14,,
0xc0e2324817eaefd075af9f9faf52ffaef45d0c04,,0,,
0x679b4172e1698579d562d1d8b4774968305b80b2,,0,,
0x45f0c134bdb3f8870bf76e57bb8f7729530002af,,0,,
0x91953b70d0861309f7d3a429a1cf82c8353132be,,0,,
0x2908a0379cbafe2e8e523f735717447579fc3c37,0,0,,
0x6d9e32b4fecb5af4d6b2ff24279e5c92fcc9953f,,320.19,,
0x87376f16268a0b93055a6fbcbe94f093cb589b81,,0,,
0x394feae00cdf5ecb59728421dd7052b7654833a3,,0,,
0x99a58482bd75cbab83b27ec03ca68ff489b5788f,,0,,
0xdb4f969eb7904a6ddf5528ae8d0e85f857991cfd,,0,,
0x548e13ddc5e2c6bc9456648a9a487da335b6ec25,,27.89,,
0x8521cfdfd0fd1ac18520fa8f262eb948d4420c8a,,42,,
0xedb8260d0db635b1c8df7af174f0dafdb5a04716,,0,,
0xb4adf773309ea0e90031a3e2ab8bc0bc863afd3d,,0,,
0x14567c85977847836c17dd609a9bd767f3f03b51,,0.06,,
0x17757b0252c84341e243ff49eef8729efa32f5de,,0,,
0xf581e462dca3ea12fea1488e62d562defd06e7c3,,0,,
0xe3a08cce7e0167373a965b7b0d0dc57b6a2142f7,,0,,
0xc327f2f6c5df87673e6e12e674ba26654a25a7b5,,0,,
0xe9c8c25038bf05dfc4e408b42d5751ab6af30b85,,0,,
0x5179eab882e9f0822c87b24a48d6be45a4e7b7fb,,397.56,,
0x5b9a2267a9e9b81fbf01ba10026fcb7b2f7304d3,,0,,
0xb3b454c4b4a73ccdd5c79c8e0e4e703b478e872d,,0,,
0x9c52dc78bd84007bf63987806f0aeeece0ef14a6,,0,,
0x4779c6a1cb190221fc152af4b6adb2ea5c5dbd88,,29.14,,
0xc0e2324817eaefd075af9f9faf52ffaef45d0c04,,0,,
0x679b4172e1698579d562d1d8b4774968305b80b2,,0,,
0x45f0c134bdb3f8870bf76e57bb8f7729530002af,,0,,
0x91953b70d0861309f7d3a429a1cf82c8353132be,,0,,
0x2908a0379cbafe2e8e523f735717447579fc3c37,0,0,,
0x6d9e32b4fecb5af4d6b2ff24279e5c92fcc9953f,,320.19,,
0x87376f16268a0b93055a6fbcbe94f093cb589b81,,0,,
0x394feae00cdf5ecb59728421dd7052b7654833a3,,0,,
0x99a58482bd75cbab83b27ec03ca68ff489b5788f,,0,,
0xdb4f969eb7904a6ddf5528ae8d0e85f857991cfd,,0,,
0x548e13ddc5e2c6bc9456648a9a487da335b6ec25,,27.89,,
0x8521cfdfd0fd1ac18520fa8f262eb948d4420c8a,,42,,
0xedb8260d0db635b1c8df7af174f0dafdb5a04716,,0,,
0xb4adf773309ea0e90031a3e2ab8bc0bc863afd3d,,0,,
0x14567c85977847836c17dd609a9bd767f3f03b51,,0.06,,
0x17757b0252c84341e243ff49eef8729efa32f5de,,0,,
0xf581e462dca3ea12fea1488e62d562defd06e7c3,,0,,
0xe3a08cce7e0167373a965b7b0d0dc57b6a2142f7,,0,,
0xc327f2f6c5df87673e6e12e674ba26654a25a7b5,,0,,
0xe9c8c25038bf05dfc4e408b42d5751ab6af30b85,,0,,
0x5179eab882e9f0822c87b24a48d6be45a4e7b7fb,,397.56,,
0x5b9a2267a9e9b81fbf01ba10026fcb7b2f7304d3,,0,,
0xb3b454c4b4a73ccdd5c79c8e0e4e703b478e872d,,0,,
0xcf5c67136c5aafcdba3195e1da38a3ee792434d6,,37.73,,
0xacdceb490c614fa827c4f20710ee38e6b27d0eb2,,20.74,,
0x1b7ea7d42c476a1e2808f23e18d850c5a4692df7,0,,,
0xa9ce5196181c0e1eb196029ff27d61a45a0c0b2c,,0,,
0xc310a010e9349af5dcb8804c24bdc2b19b017d11,,0,,
0xd560fd84dab03114c51448ab97ad82d21cc3ceec,,0,,
0x14f78bdcccd12c4f963bd0457212b3517f974b2b,,0,,
0xc997b8078a2c4aa2ac8e17589583173518f3bc94,,0,,
0xdfdf626cd38e41c6f3cc72b271fe13303a224934,,0,,
0x840fe9ce619cfaa1be9e99c73f2a0ecbab99f688,,0,,
0x90a69b1a180f60c0059f149577919c778ce2b9e1,,0,,
0x41cc24b4e568715f33fe803a6c3419708205304d,,7.57,,
0x8fe8686b254e6685d38eabdc88235d74bf0cbead,,0,,
0x95d1c6ecb2951e3111333c987f8a0d939a9b7b09,,0,,
0x27291b970be79eb325348752957f05c9739e1737,,0,,
0xac944231b51968a6e08b8f7ec4845f2f3b28df75,,0,,
0xc825f4bdd2b6d0fac3148467b67641aabe942f7e,,0,,
0x97b10f1d005c8edee0fb004af3bb6e7b47c954ff,,0,,
0x53ba90071ff3224adca6d3c7960ad924796fed03,,147.74,,
0x2f0fdfc5c1f15a56017f3ed69a47abdcc0bb2ae7,0,,,
0xe693eb739c0be8c2bdd978c550b5d8b8022a8ada,,0,,
0xaf7ed02de4b8a8967b996df3b8bf28917b92edcd,,9.32,,
0xe8fddb45457cf34ebddcdb79c3fcfda311049aed,,0,,
0x2a1a1d4e4257dbba1136992577ff1b5efda1bb34,,0,,
0xc6c36027878ba38964e4d5a60ddb20d09565354e,0,,,
0x57b649e1e06fb90f4b3f04549a74619d6f56802e,,0,,
0x4135deb17102aeeda09f5748186a1aa5060b3bbb,,0,,
0x7eaf877b409740afa24226d4a448c980896be795,,0,,
0x6820572d10f8ec5b48694294f3fcfa1a640cff40,,0,,
0xad0a6c716bb43e58fe284e21d1234f14541f9478,,333.62,,
0x5d02957cf469342084e42f9f4132403ea4c5fe01,,0,,
0xbb02c110452ae7ab8eb369b77ad65bb6c18b4361,,0,,
0x729ad565b305be00729e0a5677401dca268e6d8a,0,6.1,,
0x184cbd89e91039e6b1ef94753b3fd41c55e40888,,0,,
0x5a5005833f3bbad1c12f0a1998cbd9a67393ae41,0,,,
0x4d7fe683e9fd9891d856b7b528656dcb493f8242,,0,,
0xbc7c5f21c632c5c7ca1bfde7cbff96254847d997,,0,,
0x7da66c591bfc8d99291385b8221c69ab9b3e0f0e,,0,,
0x40e652fe0ec7329dc80282a6db8f03253046efde,0,0,,
0xe21274b5c4cb75830f79d3a0dc38e7ee49ec5b17,0,0,,
0x056590f16d5b314a132bbcfb1283fec5d5c6e670,,0,,
0xabc508dda7517f195e416d77c822a4861961947a,,0,,
0x12b1c89124af9b720c1e3e8e31492d66662bf040,,0,,
0x6cc9b3940eb6d94cad1a25c437d9be966af821e3,,252.74,,
0xe146313a9d6d6ccdd733cc15af3cf11d47e96f25,,0,,
0x7e1ca6d381e2784db210442bfc3e2b1451f773fd,,46.64,,
0x0000000dbf80f29c9ed7d52116f3037f8deb1902,,0,,
0x64298a72f4e3e23387efc409fc424a3f17356fc4,,0,,
0xc19cf05f28bd4fd58e427a60ec9416d73b6d6c57,,0,,
0x3789c64cc3a8120a93e9483d526d44be7305e455,,27.89,,
